EntrepriseName,EntrepriseVille,EntrepriseTechnologie,EntrepriseContactSiteWeb,EntrepriseContactPhone,EntrepriseContactName,EntrepriseContactEmail,EntrepriseLogo,Activite,EntrepriseSecteurActivite
AYL AGENCY,Tanger,"CLOUD;DATA;DRONE;ERP / CRM;IAR,VAR;IMPRESSION 3D;TECHNOLOGIE WEB / MOBILE",https://aylagency.com/,+212619861440,Yassmina EZ-ZANGUI,contact@aylagency.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008p2zHIAQ,"<p>AYL AGENCY <span style=""font-size: 14px;"">est une entreprise innovante spécialisée dans le marketing digital et l&#39;événementiel. </span></p><p><span style=""font-size: 14px;"">Nous avons pour mission d&#39;accompagner les entreprises dans la mise en œuvre de stratégies digitales performantes. Nos services incluent la stratégie digitale, le SEO, le content marketing, le marketing sur les réseaux sociaux, ainsi que l&#39;organisation d&#39;événements. </span></p><p><span style=""font-size: 14px;"">Notre agence se distingue par son approche personnalisée et son engagement à créer des expériences impactantes pour nos clients.</span></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
SGTECH MOROCO,Tanger,CLOUD;DATA;ERP / CRM,https://sgtech.tech/,+34679443132,Ana Martínez Rodríguez,amr@serviguide.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So0000096SsVIAU,"<p><strong style=""font-size: 14px;"">SGTECH MOROCCO  </strong>being a  company with<span style=""font-size: 16px;""> Galician roots and belonging to the HPS industrial group,they were born a decade ago to meet the growing demands of the technology market. They merge historical strength with innovation, offering cutting-edge services that drive technological evolution.</span></p><p><span style=""font-size: 16px;"">Currently, they offer services such as RPA (Robotic Process Automation), Data Governance, AI (Artificial Intelligence), BI (Business Intelligence), BPO (Business Process Outsourcing), Managed Services, all under their traditional comprehensive consulting service.</span></p>",DEVELOPPEMENT INFORMATIQUE
EP MASTERS,Casablanca,CLOUD;DATA,https://epmasters.ma/,0662450036,EP MASTERS,mohammed.benbrahim@epmasters.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000A1Q1AIAV,"<p><span style=""font-size: 14px;"">Intégrateur des solutions ANAPLAN et ONESTREAM qui permettent de faire un pilotage précis de la performance au travers de l’élaboration budgétaire, des prévisions &amp; du rolling Forecast, du reporting de gestion, de la consolidation statutaire multinormes, du reporting Financier et de la réconciliation des opérations intergroupe.</span></p>",DEVELOPPEMENT INFORMATIQUE
LEADPAL,Casablanca,CLOUD;DATA;IA,www.leadpal.ai,0610015189,Merouane Mbarki,mmbarki@leadpal.ai,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000B4MlEIAV,"<p><span style=""font-size: 14px;"">LeadPal est une solution avancée de génération de leads et de gestion de l&#39;engagement client, qui développe des chatbots conversationnels utilisant des modèles d’intelligence artificielle qui permettent d’automatiser la qualification des prospects et offrent des réponses instantanées aux questions courantes des clients, le tout de manière personnalisée. LeadPal s’intègre parfaitement avec les CRM existants, comme Salesforce, Hubspot et Zoho, pour une gestion fluide des leads et un suivi optimisé.</span></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
BENIFISC CONSULTING,Agadir,CLOUD;ERP / CRM,https://benifiscconsulting.com/,06 07390761,Oussama BNIBOURK,benifisconsulting@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000AJfQIIA1,"<p><span style=""font-size: 14px;"">L&#39;entreprise offre des services spécialisés en contrôle de gestion et en systèmes d&#39;information, proposant des solutions innovantes telles que les ERP, les outils de Business Intelligence (BI), les solutions de gestion de la performance, ainsi que des systèmes de gestion de la trésorerie. Ces solutions visent à optimiser la gestion financière, à améliorer les processus décisionnels et à renforcer la performance globale des entreprises, en leur permettant de mieux anticiper et maîtriser leurs enjeux stratégiques.</span></p>",DEVELOPPEMENT INFORMATIQUE
MAGISCOM TECH,Casablanca,CLOUD;DATA;ERP / CRM,https://magiscom.ma/,0663333726,MOUHSINE AZIZA,magiscom2021@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000CSMJiIAP,"<p><span style=""font-size: 14px;"">La société MAGISCOM TECH se positionne dans le secteur des nouvelles technologies, en proposant des solutions sur mesure en développement de logiciels de gestion et intégration de systèmes d&#39;information. Ses prestations incluent la création et l&#39;intégration d&#39;ERP personnalisés, l&#39;interfaçage de logiciels avec des progiciels internationaux comme SAGE et EBP, ainsi que la connexion avec Microsoft BI pour le développement de triggers et d&#39;applications analytiques.</span></p>",DEVELOPPEMENT INFORMATIQUE
SAMTRUST,Casablanca,CLOUD;DATA;RESEAU ET TELECOM ET SECURITE;TECHNOLOGIE WEB / MOBILE,https://www.samtrust.ma/,+212661652801,Samia JLIL,samia.jlil@samtrust.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000AcRRMIA3,"<p><span style=""font-size: 14px;"">SAMTRUST est une entreprise spécialisée dans la cybersécurité, la résilience</span></p><p><span style=""font-size: 14px;"">opérationnelle, la gestion de la crise et sécurité physique. Ils ont développé une solution guichet unique pour la gestion de programme cybersécurité afin de simplifier et centraliser toutes les opérations de Gouvernance, Risque et Conformité (GRC).</span></p>",DEVELOPPEMENT INFORMATIQUE;CYBERSECURITE
Biker  SOLUTIONS,Rabat,TECHNOLOGIE WEB / MOBILE,https://biker.ma/,+212623047164,Ali BELAKBIR,alibelakbir8@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000BQpgaIAD,"<p>Biker solutions propose une plateforme web sous le nom de biker.ma  pour la  publication  et la  consultation des annonces de motos, pièces de rechange  et équipements de  la moto . Elle inclut un showroom virtuel pour les marques, un espace dédié aux boutiques et des services avancés comme la vérification des vendeurs et l&#39;estimation de prix par l&#39;intelligence artificielle.</p><p>sa vision est de devenir parmi les meilleures  références de la moto dans le monde .</p><p><br></p>",DEVELOPPEMENT INFORMATIQUE
IDEASPARK,Tanger,DATA;ERP / CRM;IA,https://app.yougestion.com/,0700634073,SAGHIR AYOUB,ayoubsaghir1987@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000DA3GTIA1,"<p><strong>IDEASPARK</strong> a développé <strong>YOUGESTION</strong>, une plateforme conçue pour révolutionner la gestion médicale au Maroc en offrant une solution complète aux professionnels de santé. La plateforme permet aux médecins de gérer efficacement les rendez-vous, les ordonnances et la facturation, tout en facilitant la communication avec les laboratoires et les fournisseurs de produits médicaux. YOUGESTION simplifie les opérations quotidiennes, améliore l&#39;efficacité et renforce la collaboration dans l&#39;écosystème médical, en faisant un outil indispensable pour les pratiques médicales modernes.</p>",DEVELOPPEMENT INFORMATIQUE;HEALTH TECH
KLEOS SOLUTIONS,Casablanca,DATA;IA,https://kleos.ma/,0661577879,Tarik ARRAD,t.arrad@kleos.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000BSZO3IAP,"<p>KLEOS propose des solutions sur mesure en s&#39;appuyant sur des outils d&#39;analyse prédictive et d&#39;automatisation. Parmi ces solutions figurent le reporting financier et d’activité, la prédiction des demandes d’achats, la gestion des clubs et compétitions de golf, ainsi qu’un chatbot dédié aux fonctions supports. L&#39;innovation de KLEOS réside également dans sa méthodologie agile et collaborative, qui encourage l’implication active des clients à chaque étape du processus.</p>",DEVELOPPEMENT INFORMATIQUE
MCTDATA,Casablanca,CLOUD;DATA;ERP / CRM;IA;TECHNOLOGIE WEB / MOBILE,https://mctdata.ma,+212 672-588187,Zakaria EL HAMRI,z.elhamri@mctdata.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000CGKDuIAP,"<p>MCTDATA est une entreprise composée d’experts en intégration des solutions Microsoft Dynamics 365.</p><p> </p><p>MCTDATA exerce depuis plusieurs années aux côtés des petites et moyennes entreprises à l’échelle internationale ayant chacune des activités différentes.</p><p>​</p><p>MCTDATA est membre de la Power Alliance, un réseau d&#39;experts certfiiés et reconnus par Microsoft.  </p>",ACCOMPAGNEMENT;DEVELOPPEMENT INFORMATIQUE;INDUSTRIE 4.0
DIGITALFORGE,Casablanca,CLOUD;DATA;TECHNOLOGIE WEB / MOBILE,https://digitalforge.ma/,0637739515,Abdellatif EL ALAMI,aelalami@degitalforgeit.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000D2w0YIAR,"<p><span style=""font-size: 11pt; font-family: Arial, sans-serif;"">Digital Forge est une entreprise spécialisée dans le développement de solutions numériques sur mesure, offrant des services allant du développement de logiciels à la consultation en stratégie numérique. Sa mission est de transformer les processus d&#39;affaires de ses clients en intégrant les technologies les plus avancées, afin de les rendre plus efficaces, compétitifs et innovants.</span></p>",DEVELOPPEMENT INFORMATIQUE
MX4 AI,Rabat,CLOUD;DATA;IA,https://www.mx4.ai/company,+212661096819,Abdeljalil Jliouat,contact@mx4.ai,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000CUHpdIAH,"<p>MX4 AI révolutionne le marché B2B en démocratisant l&#39;intelligence artificielle souveraine. Notre technologie permet aux entreprises d&#39;automatiser leurs processus complexes et de multiplier leur productivité, tout en gardant le contrôle total de leurs données. Positionnés sur un marché en pleine explosion, nous répondons à un besoin stratégique et critique des entreprises marocaines et de la région MENA : exploiter pleinement la puissance de l&#39;IA tout en préservant leur souveraineté numérique.</p>",DEVELOPPEMENT INFORMATIQUE
Symbioz it software consulting,Rabat,CLOUD;DATA;IA,https://symbiozit.com/,+212675531924,El Mehdi LAMRABET,mehdi.lamrabet@symbiozit.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000CUXE9IAP,"<p>Symbioz IT est une société de consulting informatique, spécialisée dans le développement de solutions logicielles sur mesure et l&#39;accompagnement en transformation digitale. Notre équipe dévouée de professionnels assure la réalisation de projets IT de qualité, dans les délais impartis. Nous nous engageons à offrir un service personnalisé et efficace, plaçant la satisfaction client au cœur de nos priorités.</p>",DEVELOPPEMENT INFORMATIQUE
EXERPLIK,Casablanca,CLOUD;DATA,https://experlik.ma/,+212668382255,Adil BENMAKHLOUF,benmakhlouf.experlik@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000FrcJRIAZ,"<p><span style=""font-size: 14px;"">EXPERTLIK développe une plateforme marocaine de mise en relation des clients et des experts de différents domaines en proposant des consultations en ligne. La plateforme facilite l’accès à des services de qualité à travers une solution de visioconférence intégrée, tout en réduisant les déplacements physiques</span></p>",DEVELOPPEMENT INFORMATIQUE
WEBTRIX,Agadir,DATA;IA;TECHNOLOGIE WEB / MOBILE,https://webtrix.ma/,+212 669 371 697,Ali Hardane,ali.hardanee@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000ExJzSIAV,"<p><span style=""font-size: 14px;"">WEBTRIX est une agence de marketing digital classée cinq étoiles, réputée pour son approche holistique et son offre de services complète. Elle accompagne des milliers de clients en proposant des solutions couvrant tous les aspects du marketing en ligne : référencement naturel (SEO), gestion des médias sociaux, campagnes PPC, marketing par e-mail, conception de sites web et développement web.</span></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
MEDIA POSTGOO,Tanger,DATA;IA;TECHNOLOGIE WEB / MOBILE,https://postgoo.com/,0660333340,Adil Elyaagoubi,contact@postgoo.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000D2rATIAZ,"<p><br></p><p><strong>MEDIA POSTGOO</strong> est une application novatrice d’agrégation d’actualités. Conçue pour révolutionner la manière dont les utilisateurs accèdent à l’information à l’ère numérique, <strong>Postgoo</strong> regroupe des contenus provenant de multiples sources, garantissant une expérience enrichissante et sur mesure. </p><p><br></p><p>Grâce à ses algorithmes d’intelligence artificielle avancés, la plateforme résume les articles de manière efficace, permettant aux utilisateurs de gagner un temps précieux. Par ailleurs, elle intègre des outils de veille pour analyser les tendances et les mentions en ligne, offrant ainsi aux entreprises des moyens de gérer leur e-réputation et de prendre des décisions éclairées.</p>",DEVELOPPEMENT INFORMATIQUE
DYNAAS,Tanger,ERP / CRM;IA;TECHNOLOGIE WEB / MOBILE,https://dynaas.com/,+212 660-121413,,contact@dynaas.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000D56N8IAJ,"<p><strong style=""font-family: serif;"">DYNAAS</strong><span style=""font-family: serif;""> est une entreprise spécialisée dans le développement de solutions ERP pour le secteur éducatif. Notre mission est d&#39;optimiser la gestion des établissements scolaires en offrant des outils qui améliorent l&#39;efficacité opérationnelle et la qualité de service. Nous offrons des services tel que le suivi pédagogique, la gestion financière, un portail utilisateur et des outils d&#39;analyse et de reporting, le tout conçu pour répondre aux besoins spécifiques des écoles et soutenir la digitalisation du secteur</span></p>",DEVELOPPEMENT INFORMATIQUE
"BETA, SOFTWARE DEVELOPMENT",Tanger,TECHNOLOGIE WEB / MOBILE,https://betasoft.ma/,0707096104,FAHYM Aissa,aissahy@hotmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000FncYFIAZ,"<p><span style=""font-family: serif;"">BETA, SOFTWARE DEVELOPMENT SARL AU est une entreprise spécialisée dans la transformation digitale et les technologies de l&#39;information. Sa mission est de soutenir les entreprises dans leur transition numérique grâce à des solutions technologiques sur mesure. Les services offerts incluent le développement de logiciels personnalisés, l&#39;audit technologique, l&#39;intégration de systèmes, la maintenance technique, ainsi que la formation et l&#39;accompagnement des employés pour maximiser l&#39;adoption des nouvelles technologies.</span></p>",DEVELOPPEMENT INFORMATIQUE
THECHNILEARN,Tanger,TECHNOLOGIE WEB / MOBILE,https://www.profy.ma/,+33751502428,BAKALI TAHIRI SAAD,bakalisaad@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000L7K4NIAV,"<p><span style=""font-size: 14px;""> THECHNILEARN est une agence spécialisée dans le développement web. Elle a développé la plateforme PROFY qui met en relation des étudiants et des professeurs qualifiés dans divers domaines pour faire face à la difficulté de trouver des professeurs et le manque de plateformes fiables au Maroc. </span></p><p><span style=""font-size: 14px;"">Profy facilite la recherche, la mise en relation avec des profils vérifiés et la réservation de cours adaptés aux besoins de chaque utilisateur.</span></p>",DEVELOPPEMENT INFORMATIQUE;ED TECH
SM VALLEY,Agadir,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://www.smvalley.tech/,0609044742,Younes BOUMALEK,younes@smvalley.tech,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000Dj4T6IAJ,"<p>SM Valley est une startup spécialisée dans le développement rapide de MVPs, en intégrant l&#39;IA, les agents intelligents et les technologies Cloud pour transformer les idées en produits fonctionnels. Nous offrons également des services de développement Web et Mobile, en tirant parti des meilleures pratiques pour créer des solutions performantes et évolutives.</p>",DEVELOPPEMENT INFORMATIQUE
REDIA MAROC SAS,Casablanca,CLOUD;DATA;IA;IOT,https://redia-maroc.com/,+212 606-026378,Yassir CHAKIB,yassir.chakib@redia-maroc.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000HZJW1IAP,"<p><span style=""font-size: 14px;"">REDIA, à travers sa marque Mobilitics, propose des solutions d’analyse d’image et de vidéo par Intelligence Artificielle. Ces solutions permettent d’optimiser la mobilité urbaine et d’améliorer la performance des espaces commerciaux grâce à une analyse approfondie des flux et des déplacements.</span></p>",DEVELOPPEMENT INFORMATIQUE;E-GOV
Nexotek,Casablanca,CLOUD;IA,www.nexotek.ma,0654237799,Zakaria azelmad,zakaria.azelmad@nexotek.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000Icc0OIAR,"<p><strong>NEXOTEK</strong> est une société spécialisée dans le conseil en développement informatique et en intelligence artificielle. Elle accompagne les entreprises dans la création de solutions logicielles sur mesure, incluant des applications web et mobiles adaptées à leurs besoins spécifiques. NEXOTEK propose également des services de consulting technologique, allant de l’analyse stratégique à la gestion de projets IT. Son expertise en analyse de données et en IA permet de développer des modèles d’apprentissage automatique avancés, tout en intégrant des chatbots intelligents pour optimiser l’expérience client et réduire les coûts opérationnels.</p>",DEVELOPPEMENT INFORMATIQUE
Wise Systems WS,Agadir,ERP / CRM;TECHNOLOGIE WEB / MOBILE,https://agriwise.info/,+212 666-178358,Mr. BRAHIM CHOUBOU,contact@agriwise.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000GS0LdIAL,"<p><strong style=""font-size: 14px;"">Wise System</strong><span style=""font-size: 14px;""> a conçu </span><strong style=""font-size: 14px;"">Agriwise</strong><span style=""font-size: 14px;"">, une </span><strong style=""font-size: 14px;"">solution SaaS (ERP complet)</strong><span style=""font-size: 14px;""> dédiée à la gestion de la chaîne de valeur agricole, de la ferme à l&#39;assiette. Son objectif est de numériser entièrement les processus de production, d&#39;améliorer la traçabilité et d&#39;optimiser les performances à l&#39;aide de l&#39;IA et de l&#39;analyse de données.</span></p>",AGRI TECH;DEVELOPPEMENT INFORMATIQUE
CARREFOUR ANNUAIRE MAROC,Agadir,TECHNOLOGIE WEB / MOBILE,https://www.medtourismemaroc.com/,+212 664-303354,Mr. TARIQ ECH-CHAHID,,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000GRBzEIAX,"<p><strong style=""font-size: 14px;"">MedTourisme Maroc</strong><span style=""font-size: 14px;""> est le projet phare de</span><strong style=""font-size: 14px;""> Carrefour Annuaire Maroc</strong><span style=""font-size: 14px;"">, dédié à la promotion du tourisme médical au Maroc. </span></p><p><span style=""font-size: 14px;"">Cette plateforme facilite la mise en relation entre touristes nationaux et internationaux et les professionnels de santé marocains, incluant médecins, cliniques, hôpitaux, et centres esthétiques. Elle optimise la visibilité des prestataires tout en simplifiant la recherche et la prise de rendez-vous pour les utilisateurs.</span></p>",DEVELOPPEMENT INFORMATIQUE;HEALTH TECH
ISNADWARE,Agadir,ERP / CRM;IOT,https://www.isnadware.com/,+212 603-920031,Mr : ACHRAF EL KHATTAB,,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000GRKxYIAX,"<p><strong>Puncto d&#39;Isnadware </strong>révolutionne<strong> la gestion RH </strong>en combinant matériel intelligent et solution cloud. </p><p>Il repose sur trois piliers : des terminaux connectés (bornes biométriques, badges RFID et application mobile) pour un suivi sécurisé en temps réel, un tableau de bord RH avec analytics prédictifs et suivi du bien-être des employés, et une interopérabilité fluide avec les logiciels de paie pour automatiser les processus RH.</p>",DEVELOPPEMENT INFORMATIQUE;HR TECH
SHOPYADS AGENCY,Agadir,TECHNOLOGIE WEB / MOBILE,https://www.shopyads-agency.com/,+212 661-098863,Mr. AKIRAR SOUHAIL,,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000GRL8vIAH,"<p><strong style=""font-size: 14px;"">ShopyAds</strong><span style=""font-size: 14px;""> est</span><strong style=""font-size: 14px;""> une agence de marketing digital</strong><span style=""font-size: 14px;""> spécialisée dans la publicité en ligne et la génération de trafic qualifié pour les entreprises de toutes tailles. Grâce à une approche axée sur la performance, l’agence aide ses clients à maximiser leur retour sur investissement (ROI) en exploitant les meilleures plateformes publicitaires telles que Meta Ads (Facebook &amp; Instagram), Google Ads, TikTok Ads, Snapchat Ads, et d&#39;autres canaux digitaux .</span></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
RELAX AGENCY,Essaouira,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://www.relaxagency.ma/,+212707100131,Aziza Saghir,werelaxagency@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000Gzbo2IAB,"<p><strong>Relax Agency</strong> est une <strong>agence de communication digitale 360°</strong> qui accompagne les entreprises dans le développement de leur visibilité en ligne, sans stress mais avec des résultats concrets. Spécialisée en <strong>Social Media Marketing (SMMA)</strong>, l’agence transforme chaque présence digitale en un véritable moteur de croissance et de performance.</p><p>Nous concentrons notre activité autour de deux pôles principaux :</p><ul><li><strong>Au Maroc</strong> : nous gérons des sites e-commerce et optimisons la présence sur les réseaux sociaux pour booster l’engagement et les ventes.</li><li><strong>En Europe</strong> : nous pilotons la communication digitale de certains secteurs d’activité avec un objectif clair : <strong>générer des leads qualifiés</strong> pour nos clients.</li></ul><p>Notre approche est à la fois stratégique, créative et orientée performance, avec un accompagnement sur-mesure pour chaque marque.</p><p><br></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
TAN CONCEPT,Tanger,TECHNOLOGIE WEB / MOBILE,https://www.tanconcepts.com/,0660016706,Mohamed Benzian,mohamed.benzian@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000L7RaTIAV,"<p><span style=""font-size: 14px;"">Tan Concept est une agence spécialisée dans le développement web. Leur premier produit est QR RESTAU est un système digital accessible via QR code , de gestion des commandes, de paramétrage de menus digitaux et de gestion du workflow de commande pour les restaurants, proposé sous forme d&#39;abonnement mensuel pour les restaurants et d&#39;application mobile pour les clients. </span></p>",DEVELOPPEMENT INFORMATIQUE
Trac-X,Casablanca,CLOUD;DATA;IA,https://trac-x.get-consult.com/,+212666908100,Mohammed Jamai,m.jamai@get-consult.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000LYUahIAH,"<p>Trac-X: </p><p><br></p><p><span style=""font-size: 14px;"">Trac-X vise à lever les obstacles majeurs à la transition énergétique au Maroc et en Afrique. Ces obstacles incluent la fragmentation du marché, le manque d&#39;informations fiables, l&#39;accès limité au financement, et la présence d&#39;installations inefficaces ou de qualité variable réalisées par des installateurs non qualifiés. La plateforme cible les particuliers (urbains et ruraux), les agriculteurs (notamment pour l&#39;irrigation solaire), les PME et industries désireuses de réduire leurs coûts énergétiques et leur empreinte carbone, ainsi que les institutions financières.</span></p>",DEVELOPPEMENT INFORMATIQUE;GREEN TECH
DM GEOSOFTWARE,Casablanca,DATA;RESEAU ET TELECOM ET SECURITE;TECHNOLOGIE WEB / MOBILE,https://dmgeosoftware.com/,+212 704-226976,Fatima Ezzahra Chihab,fatima.chihab@dmgeosoftware.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000LiowOIAR,"<p>DM GEOSOFTWARE :</p><p><br></p><p>Développe des logiciels qui permettent d’intégrer des données géoréférencées et garantir une parfaite lisibilité de l&#39;infrastructure pour un suivi fiable et simplifié des actifs. Ayant des experts qui bénéficient d’une expertise FME unique pour le traitement des données et  accompagnent tout au long du développement et de l’intégration des logiciels et/ou dans la prise en main des solutions SaaS.</p><p> </p><p>DM GEOSOFTWARE dispose d&#39;une expertise des Systèmes d&#39;Information Géographique - SIG, qui permet de développer des solutions cartographiques fiables et ergonomiques, adaptées aux besoins des utilisateurs.</p><p> </p>",DEVELOPPEMENT INFORMATIQUE;INDUSTRIE 4.0
Agile digital SARLAU,Casablanca,ERP / CRM;IA,www.agile40.digital,0669006475,Adil El Goumidi,adilelgoumidi@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000LjCiUIAV,"<p>Agile digital :</p><p><br></p><p><span style=""font-size: 14px;"">Agile Digital résout deux défis majeurs dans la transformation digitale des grandes entreprises marocaines et africaines : des processus manuels inefficaces et un manque d&#39;intégration technologique. Et cela dans l&#39;optique d&#39;optimiser les processus et à se conformer aux standards Industry 4.0.</span></p>",DEVELOPPEMENT INFORMATIQUE
